DelayMinutes,Distance,ScheduledDuration,DepartureHour,DepartureDay,DepartureMonth,IsWeekend,Airline_Encoded,Origin_Encoded,Destination_Encoded,AircraftType_Encoded
25,0.6754115066297196,-0.9104018246193222,1.6653768479365656,6,9,1,1,3,2,0
26,0.7671494474072847,-0.012065463656198636,-1.5133661934281033,6,9,1,1,2,1,1
21,-0.8686452628212473,-1.5092927319280711,-0.06848299280779926,6,9,1,2,0,3,0
26,1.4605453114662839,-0.1762774866279524,-0.5019479529938905,6,9,1,1,2,4,1
23,-0.6541929337308353,-0.9200613553823666,0.07600532725423113,6,9,1,1,0,3,2
4,1.1400582196589457,0.16180609007859947,1.5208885278745352,6,9,1,1,3,1,2
13,0.2786746978124573,-0.6012968402019033,-1.0799012332420121,6,9,1,2,4,1,0
29,1.6106619418295722,0.9635471434112796,-1.368877873366073,6,9,1,2,1,0,2
10,-1.5644239305368066,0.3936348283916636,-1.0799012332420121,6,9,1,3,0,3,0
28,1.230604758608231,-0.4467443479931939,0.22049364731626153,6,9,1,0,4,1,2
0,0.18217114972177184,-0.736530270884524,1.3764002078125048,6,9,1,0,0,2,1
12,-0.00011333000507843302,-0.2921918557844845,-0.35745963293186006,6,9,1,1,4,1,2
25,1.1722260690225077,0.7123993435721268,-1.6578545134901337,6,9,1,1,1,3,2
23,0.8743756119524908,1.176056820198255,1.6653768479365656,6,9,1,0,0,2,1
3,-1.127179459558022,0.9345685511221465,1.5208885278745352,6,9,1,0,1,1,0
18,0.43474833731714607,1.2436735355395654,-1.368877873366073,6,9,1,3,0,1,2
27,1.2234563476385505,0.8959304280699693,-0.35745963293186006,6,9,1,0,2,3,1
12,0.8088485113970871,1.002185266463457,-0.5019479529938905,6,9,1,3,2,3,2
9,-0.9031959158413693,0.548187320600373,0.36498196737829197,6,9,1,2,1,0,1
3,0.13451507659056916,0.8379732434917032,1.6653768479365656,6,9,1,1,2,0,1
8,-1.1748355326892246,0.5095491975481957,-0.06848299280779926,6,9,1,1,2,2,2
0,-1.5822949579610075,1.1277591663830333,-0.5019479529938905,6,9,1,3,4,1,1
25,-0.5326699472462685,-0.012065463656198636,-0.35745963293186006,6,9,1,2,2,0,0
13,-1.5775293506478874,1.3595879046960975,1.3764002078125048,6,9,1,1,3,4,2
25,1.2997060646484748,-0.48538247104537124,-0.9354129131799817,6,9,1,0,4,4,2
0,1.001855607578458,1.6493738275874277,-1.6578545134901337,6,9,1,1,2,4,1
19,0.37041263859002244,-0.09900124052359768,-1.2243895533040425,6,9,1,2,4,4,1
0,-1.0580781535177781,1.1374186971460778,0.5094702874403223,6,9,1,2,2,2,2
0,-1.1259880577297419,1.6203952352982947,-0.35745963293186006,6,9,1,1,1,4,1
4,-0.19550322984300944,0.16180609007859947,-0.21297131286982968,6,9,1,2,2,3,2
0,1.1686518635376675,1.6493738275874277,-0.9354129131799817,6,9,1,0,4,0,0
0,-0.13474173660072603,-0.3115109173105731,0.22049364731626153,6,9,1,1,0,4,2
30,0.12498386196432862,0.6641016897569051,-1.2243895533040425,6,9,1,3,3,1,1
10,-0.9234497469221304,0.49988966678515134,-0.21297131286982968,6,9,1,1,2,4,1
17,0.556271323801713,0.2197632746568655,-0.35745963293186006,6,9,1,3,2,2,1
22,-0.19073762252988918,1.205035412487388,0.22049364731626153,6,9,1,1,0,0,0
0,-0.3908931296809404,-0.9586994784345438,-0.21297131286982968,6,9,1,3,4,0,0
9,1.480799142547045,0.606144505178639,-0.06848299280779926,6,9,1,3,0,1,2
0,1.3699987725169986,0.06521078244815608,0.7984469275643832,6,9,1,2,2,0,2
0,-0.400424344307181,1.2243544740134769,-1.2243895533040425,6,9,1,3,2,3,1
18,0.9446683198210147,-1.219506809036741,0.22049364731626153,6,9,1,2,0,1,0
15,-1.4095416928603979,-0.736530270884524,1.5208885278745352,6,9,1,2,3,0,1
30,-0.5338613490745485,0.1714656208416438,1.3764002078125048,6,9,1,0,2,1,1
20,-0.9186841396090102,0.4129538899177523,1.5208885278745352,6,9,1,0,2,2,0
2,-0.899621710356529,0.25840139770904286,-0.35745963293186006,6,9,1,0,0,2,2
5,-0.9115357286393297,-0.3211704480736175,-0.5019479529938905,6,9,1,0,3,3,0
1,-0.8817506829323281,-0.08934170976055335,1.5208885278745352,6,9,1,2,4,1,1
22,0.7802548675183655,-0.07968217899750901,0.9429352476264136,6,9,1,3,2,4,1
22,0.8743756119524908,1.4272046200374078,1.087423567688444,6,9,1,2,3,2,2
18,0.6920911322256406,1.4658427430895853,1.2319118877504744,6,9,1,2,2,1,0
13,1.465310918779404,1.4658427430895853,1.2319118877504744,6,9,1,1,2,2,2
14,-1.5501271085974457,-0.07002264823446468,1.3764002078125048,6,9,1,3,3,3,0
21,1.2639640098000728,1.2919711893547872,1.3764002078125048,6,9,1,2,4,0,2
21,-0.35872528031737866,-1.4030378935345835,1.6653768479365656,6,9,1,3,0,4,1
19,-0.6279820935086738,-1.6058880395585147,-1.5133661934281033,6,9,1,3,1,1,2
23,-0.6387047099631944,1.5431189891939399,0.36498196737829197,6,9,1,2,4,1,1
5,-1.1891323546285855,0.8669518357808362,0.07600532725423113,6,9,1,0,3,1,1
0,-1.4274127202845988,-1.644526162610692,0.6539586075023528,6,9,1,0,2,3,1
18,-1.1724527290326645,0.6834207512829937,1.6653768479365656,6,9,1,3,4,1,1
19,0.6789857121145598,0.6447826282308164,1.087423567688444,6,9,1,0,0,0,1
14,-1.4905570171834424,1.3016307201178314,-1.5133661934281033,6,9,1,2,2,3,2
28,1.6332985765668935,-0.4274252864671052,0.5094702874403223,6,9,1,1,2,0,0
17,1.2246477494668306,0.9152494895960579,-1.6578545134901337,6,9,1,1,3,1,0
29,-0.4111469607617016,-1.1132519706432533,0.7984469275643832,6,9,1,1,2,3,0
0,0.6599232828620788,-1.277463993615007,-0.06848299280779926,6,9,1,2,2,2,2
18,1.5213068047085672,0.08452984397424475,0.6539586075023528,6,9,1,2,2,3,1
18,-0.3694478967718992,-1.4320164858237165,-1.368877873366073,6,9,1,1,2,3,2
0,0.2679520813579367,0.9055899588330135,1.3764002078125048,6,9,1,3,2,4,0
0,-0.6732553629833163,1.5431189891939399,1.2319118877504744,6,9,1,3,0,0,0
28,-0.0918512707826436,-0.8621041708041005,0.22049364731626153,6,9,1,2,1,0,1
18,0.22148741005501404,0.055551251685111734,-1.2243895533040425,6,9,1,1,0,1,1
20,0.004652277308041836,1.0504829202786787,-1.5133661934281033,6,9,1,2,2,1,0
23,0.8922466393766918,0.18112515160468814,1.5208885278745352,6,9,1,0,1,3,1
14,-0.9055787194979295,0.13282749778946645,-1.6578545134901337,6,9,1,1,2,0,2
28,1.660700818617335,-1.1132519706432533,-0.06848299280779926,6,9,1,0,0,4,0
19,-0.14069874574212635,0.8669518357808362,1.5208885278745352,6,9,1,3,0,1,2
21,1.2556241970021123,0.8186541819656146,-0.5019479529938905,6,9,1,1,3,3,2
0,1.6952514716374572,-0.8910827630932335,1.087423567688444,6,9,1,0,4,2,2
8,1.2437101787193117,-0.4370848172301495,-1.0799012332420121,6,9,1,2,4,2,1
23,-0.8603054500232868,-1.4126974242976278,0.9429352476264136,6,9,1,2,4,0,2
18,-0.37302210225673943,1.5334594584308956,1.6653768479365656,6,9,1,1,2,2,2
0,-0.9222583450938504,0.7993351204395258,1.3764002078125048,6,9,1,2,2,1,1
14,-0.033472581196920315,0.22942280541990984,-1.6578545134901337,6,9,1,3,0,2,1
20,-1.253468053355709,-0.620615901727992,0.22049364731626153,6,9,1,2,3,1,1
4,-0.03466398302520038,-0.5047015325714599,-1.2243895533040425,6,9,1,0,1,3,1
30,-0.1418901475704064,1.5431189891939399,-1.0799012332420121,6,9,1,2,2,4,1
13,0.20004217714597283,0.27772045923513156,-1.0799012332420121,6,9,1,3,1,2,2
25,-0.3932759333375006,1.1953758817243438,-0.9354129131799817,6,9,1,2,1,1,0
28,-0.1502299603683669,0.3453371745764419,-1.2243895533040425,6,9,1,2,3,0,1
0,-1.6847555151930933,0.22942280541990984,0.9429352476264136,6,9,1,0,4,1,0
0,1.0852537355580627,-0.8041469862258345,-1.0799012332420121,6,9,1,0,1,2,0
15,-1.0771405827702591,-1.3257616474302287,-0.7909245931179513,6,9,1,3,0,2,2
1,1.21154232935575,-0.5529991863866817,1.6653768479365656,6,9,1,0,1,3,0
17,-0.9996994639320548,1.4078855585113192,0.22049364731626153,6,9,1,2,0,3,0
26,1.3735729780018389,0.11350843626337777,-1.5133661934281033,6,9,1,2,3,0,2
18,0.9470511234775749,1.060142451041723,0.36498196737829197,6,9,1,1,4,1,2
4,-0.8746022719626477,1.3595879046960975,0.6539586075023528,6,9,1,2,4,4,0
0,-0.35872528031737866,-0.6689135555432136,-0.9354129131799817,6,9,1,1,0,0,0
0,-0.8710280664778075,0.9925257357004126,-0.9354129131799817,6,9,1,2,2,0,2
3,1.3819127907997995,1.03116385875259,-0.9354129131799817,6,9,1,3,0,1,1
6,-0.844817226255646,1.147078227909122,0.9429352476264136,6,9,1,1,4,3,1
28,-0.3098778053578959,0.23908233618295419,1.087423567688444,6,9,1,0,0,0,2
4,0.7457042144982435,-1.4126974242976278,-0.9354129131799817,6,9,1,1,3,1,0
0,1.2782608317394335,-1.30644258590414,-0.35745963293186006,6,9,1,3,4,4,2
10,-0.1931204261864493,-0.16661795586490805,-0.7909245931179513,6,9,1,2,1,4,2
0,-0.3611080839739388,-0.4370848172301495,0.07600532725423113,6,9,1,1,1,1,0
10,0.9565823381038154,-1.2291663397997854,1.6653768479365656,6,9,1,1,1,0,2
0,0.6337124426399172,-1.4899736704019826,1.5208885278745352,6,9,1,1,3,2,0
6,-0.5171817234786276,-0.2921918557844845,1.087423567688444,6,9,1,0,2,0,2
19,-1.4417095422239596,0.36465623610253056,1.3764002078125048,6,9,1,3,2,0,1
0,1.514158393738887,-1.190528216747608,0.22049364731626153,6,9,1,2,0,3,1
13,-0.7244856415993592,-1.0359757245388985,0.7984469275643832,6,9,1,1,0,0,0
0,-0.11448790551996488,-1.6252071010846032,-1.0799012332420121,6,9,1,1,3,2,1
26,1.4665023206076842,0.007253597869890042,-0.21297131286982968,6,9,1,3,4,1,1
9,1.5927909144053713,-1.6831642856628692,0.5094702874403223,6,9,1,0,4,0,1
17,-0.19907743532784963,1.2243544740134769,-0.9354129131799817,6,9,1,2,4,0,2
21,0.16310872046929076,-0.7655088631736571,0.5094702874403223,6,9,1,0,2,4,0
20,-0.18358921156020877,1.4948213353787183,-0.7909245931179513,6,9,1,0,0,4,0
22,1.6249587637689331,0.27772045923513156,1.087423567688444,6,9,1,2,4,3,2
20,-0.8174149842052044,0.9249090203591023,-1.2243895533040425,6,9,1,2,2,4,2
0,0.6718373011448794,1.3982260277482748,-1.5133661934281033,6,9,1,3,1,2,2
21,-0.4802482668019455,0.7896755896764815,1.2319118877504744,6,9,1,1,4,0,1
15,1.5820682979508507,-0.26321326349535146,-0.06848299280779926,6,9,1,0,3,0,2
10,1.0459374752248205,-0.031384525182287314,-0.7909245931179513,6,9,1,2,3,4,1
0,1.3187684939009559,0.51920872831124,-0.06848299280779926,6,9,1,0,2,0,0
20,-0.1097222982068446,1.716990542928738,-0.21297131286982968,6,9,1,1,0,3,2
30,0.3763696477314228,1.060142451041723,1.5208885278745352,6,9,1,0,1,1,0
2,-0.34800266386285805,1.3112902508808757,0.9429352476264136,6,9,1,1,0,4,2
22,-0.6494273264177151,-0.041044055945331656,-1.6578545134901337,6,9,1,1,1,0,2
22,0.1619173186410107,1.3982260277482748,-1.0799012332420121,6,9,1,2,0,0,1
30,-0.8102665732355241,-1.277463993615007,0.6539586075023528,6,9,1,2,1,3,1
0,0.30250273437805864,1.5334594584308956,0.36498196737829197,6,9,1,1,3,0,1
0,1.7166967045464983,-1.4996332011650269,-0.5019479529938905,6,9,1,1,4,3,0
25,1.5177325992237272,-1.364399770482406,1.2319118877504744,6,9,1,2,1,4,1
17,-1.6382908438901707,0.8572923050177919,-0.35745963293186006,6,9,1,0,3,0,0
20,0.19885077531769277,0.6447826282308164,0.36498196737829197,6,9,1,1,0,4,1
29,-1.4393267385673996,-0.35980857112579484,1.087423567688444,6,9,1,3,4,1,0
13,0.2488896521054556,1.2243544740134769,0.36498196737829197,6,9,1,1,2,1,2
7,-0.2705615450246537,-0.25355373273230714,1.087423567688444,6,9,1,3,2,4,1
29,-0.3313230382669371,0.02657265939597872,-0.06848299280779926,6,9,1,3,4,4,0
30,-1.1938979619417056,-1.277463993615007,-1.6578545134901337,6,9,1,1,4,4,2
29,-0.9973166602754946,1.060142451041723,0.9429352476264136,6,9,1,1,1,3,1
19,-0.028706973883800044,-0.9780185399606325,-1.2243895533040425,6,9,1,0,3,0,1
4,0.4681075885089879,-1.4416760165867608,-0.6464362730559209,6,9,1,1,2,2,2
0,0.5026582415291099,-0.1279798328127307,-0.9354129131799817,6,9,1,0,1,2,2
17,-0.7626105001043214,1.0698019818047673,0.07600532725423113,6,9,1,2,4,3,2
0,1.2544327951738323,1.2919711893547872,0.9429352476264136,6,9,1,2,3,4,2
0,1.3902526035977598,0.9442280818851909,1.6653768479365656,6,9,1,2,3,0,0
15,0.5896305749935548,-1.3837188320084948,-1.368877873366073,6,9,1,1,4,3,2
9,-1.09501161019446,1.2243544740134769,0.6539586075023528,6,9,1,0,1,4,1
29,1.5892167089205311,0.16180609007859947,1.087423567688444,6,9,1,1,2,1,1
20,-0.791204143983043,1.5720975814830729,0.22049364731626153,6,9,1,1,2,2,1
0,-0.2074172481258101,-0.8331255785149675,-0.21297131286982968,6,9,1,1,2,2,2
0,1.4248032566178819,1.176056820198255,1.087423567688444,6,9,1,0,3,3,2
6,-0.9067701213262095,1.2726521278286984,0.22049364731626153,6,9,1,0,2,1,1
0,-1.0390157242652969,-1.190528216747608,0.9429352476264136,6,9,1,2,1,0,2
0,-1.2784874917495905,0.11350843626337777,1.087423567688444,6,9,1,0,0,4,2
25,1.516541197395447,0.7896755896764815,1.5208885278745352,6,9,1,0,2,2,2
14,1.7071654899202577,1.688011950639605,-0.35745963293186006,6,9,1,2,2,0,0
18,0.1619173186410107,0.2487418669459985,0.6539586075023528,6,9,1,2,4,0,1
1,1.0352148587702998,0.40329435915470796,0.07600532725423113,6,9,1,0,2,3,2
9,-1.7133491590718148,0.8186541819656146,-0.06848299280779926,6,9,1,0,4,3,0
30,-0.9377465688614912,-1.1712091552215194,-0.6464362730559209,6,9,1,0,3,2,0
0,0.6754115066297196,1.630054766061339,0.07600532725423113,6,9,1,1,1,2,0
0,0.7028137486801611,0.4709110744960183,-0.7909245931179513,6,9,1,1,3,1,1
18,0.5979703877915152,-1.4030378935345835,-1.0799012332420121,6,9,1,2,1,2,1
16,1.6440211930214141,0.07487031321120041,-0.35745963293186006,6,9,1,2,2,3,2
0,0.5324432872361116,0.9345685511221465,-0.06848299280779926,6,9,1,3,0,1,2
21,-1.2475110442143087,1.4851618046156738,0.07600532725423113,6,9,1,2,0,1,1
29,-1.712157757243535,-1.5189522626911156,-0.7909245931179513,6,9,1,1,2,0,0
5,0.7611924382658845,1.3692474354591417,-1.0799012332420121,6,9,1,1,2,2,2
30,0.04158573398472391,0.5385277898373286,-1.2243895533040425,6,9,1,0,0,0,0
9,0.5860563695087145,-0.9780185399606325,-0.5019479529938905,6,9,1,3,1,2,1
0,1.586833905263971,-0.8524446400410561,-1.0799012332420121,6,9,1,0,0,3,2
30,0.0034608754797617685,1.4078855585113192,0.36498196737829197,6,9,1,3,1,4,1
7,0.36207282579206196,-1.673504754899825,0.36498196737829197,6,9,1,0,4,3,0
10,1.0971677538408633,-1.393378362771539,-0.21297131286982968,6,9,1,0,2,1,1
19,0.1511947021864901,-0.07968217899750901,0.6539586075023528,6,9,1,3,4,1,1
30,0.03562872484332358,1.4368641508004523,-1.2243895533040425,6,9,1,0,4,2,2
5,-0.6923177922357974,0.1907846823677325,-1.2243895533040425,6,9,1,0,3,3,1
0,-0.24673350845905231,-1.586568978032426,-0.6464362730559209,6,9,1,2,1,1,0
17,0.345393200196141,0.1231679670264221,0.6539586075023528,6,9,1,2,2,0,0
27,-0.8900904957302885,1.1857163509612993,-1.6578545134901337,6,9,1,2,2,4,1
27,-1.4941312226682826,0.606144505178639,-0.35745963293186006,6,9,1,0,4,3,1
22,0.5860563695087145,1.0118447972265012,-0.21297131286982968,6,9,1,1,0,1,2
19,-1.1510074961236232,0.8572923050177919,-0.35745963293186006,6,9,1,1,2,3,2
18,-0.7578448927912012,0.6351230974677721,-1.0799012332420121,6,9,1,2,2,1,1
0,0.9863673838108171,0.6737612205199495,0.7984469275643832,6,9,1,3,0,3,0
12,-0.37540490591329956,0.7510374666243042,-1.6578545134901337,6,9,1,0,2,4,1
12,0.345393200196141,0.9635471434112796,0.9429352476264136,6,9,1,2,3,2,1
9,1.1507808361134664,-0.9200613553823666,0.07600532725423113,6,9,1,3,3,0,0
30,1.4676937224359643,0.25840139770904286,-0.21297131286982968,6,9,1,3,4,1,2
10,1.2186907403254301,-0.736530270884524,-0.6464362730559209,6,9,1,0,4,0,2
0,-1.4750687934158015,-0.11832030204968637,0.36498196737829197,6,9,1,1,2,3,1
0,-0.1716751932774081,1.2340140047765211,0.5094702874403223,6,9,1,2,3,0,2
9,0.14404629121680967,-0.07968217899750901,-1.6578545134901337,6,9,1,3,4,3,2
2,1.374764379830119,1.4175450892743635,1.087423567688444,6,9,1,1,0,2,0
29,-1.4083502910321177,0.461251543732974,0.5094702874403223,6,9,1,0,3,3,1
11,-1.3523544051029546,0.0458917209220674,1.2319118877504744,6,9,1,3,3,2,0
21,-0.2800927596508942,0.461251543732974,0.5094702874403223,6,9,1,2,0,1,1
8,1.1936713019315488,-0.16661795586490805,-0.35745963293186006,6,9,1,2,1,0,2
0,0.931562899709934,-0.8621041708041005,-1.6578545134901337,6,9,1,0,2,2,0
0,-1.659736076799212,0.1907846823677325,0.9429352476264136,6,9,1,0,0,2,1
22,-0.33489724375177726,1.176056820198255,0.07600532725423113,6,9,1,2,0,4,1
19,-0.18001500607536858,0.7993351204395258,1.3764002078125048,6,9,1,3,2,4,0
0,-1.1855581491437452,1.060142451041723,0.9429352476264136,6,9,1,2,0,4,0
16,-1.5048538391228032,0.9152494895960579,1.3764002078125048,6,9,1,1,4,1,0
27,1.696442873465737,0.2197632746568655,1.2319118877504744,6,9,1,3,4,4,2
2,-1.1879409528003053,1.060142451041723,-0.7909245931179513,6,9,1,2,1,3,2
0,-0.35753387848909857,0.06521078244815608,1.3764002078125048,6,9,1,1,1,4,2
5,0.08447619980280634,0.0941893747372891,-1.5133661934281033,6,9,1,2,1,3,2
15,1.2913662518505142,-1.2098472782736966,1.2319118877504744,6,9,1,1,3,4,2
0,0.42402572086262547,1.6107357045352504,1.5208885278745352,6,9,1,1,0,3,1
9,1.4784163388904847,-1.2678044628519627,1.3764002078125048,6,9,1,3,0,1,2
25,0.2977371270649383,1.4272046200374078,-1.368877873366073,6,9,1,1,1,4,1
20,-0.6446617191045947,1.3789069662221862,-1.5133661934281033,6,9,1,0,1,3,0
25,-0.4421234082969833,-0.9104018246193222,-0.7909245931179513,6,9,1,0,2,3,2
13,0.1428548893885296,1.4561832123265408,0.7984469275643832,6,9,1,2,2,3,2
17,-0.8257547970031649,-1.3257616474302287,-1.6578545134901337,6,9,1,3,0,3,1
15,0.7409386071851233,0.461251543732974,-0.5019479529938905,6,9,1,1,2,4,1
1,-0.0060703391464787685,-1.074613847591076,0.5094702874403223,6,9,1,0,4,2,0
11,-0.20146023898440976,0.21010374389382117,-1.368877873366073,6,9,1,1,2,2,0
5,0.4466623555999467,-1.5092927319280711,-0.6464362730559209,6,9,1,3,2,0,1
0,0.6980481413670409,-0.34048950959970614,1.3764002078125048,6,9,1,2,3,1,0
27,0.4847872141049089,1.0408233895156342,0.36498196737829197,6,9,1,1,1,0,1
26,-0.3408542528931776,-0.0024059328931542974,-0.7909245931179513,6,9,1,3,3,3,1
0,-0.6255992898521137,0.4129538899177523,0.5094702874403223,6,9,1,2,0,0,0
8,1.21392513301231,-0.8138065169888787,1.6653768479365656,6,9,1,3,1,3,1
3,-0.9448949798311717,0.0941893747372891,0.22049364731626153,6,9,1,3,2,0,0
0,0.8207625296798878,-0.10866077128664203,1.3764002078125048,6,9,1,3,0,1,1
23,0.29058871609525794,0.8766113665438805,0.36498196737829197,6,9,1,3,0,4,2
2,0.611075807902596,-0.07002264823446468,-0.06848299280779926,6,9,1,2,4,1,0
5,-1.6335252365770505,1.4272046200374078,1.5208885278745352,6,9,1,1,3,3,2
10,-1.1915151582851455,0.1231679670264221,-1.0799012332420121,6,9,1,0,1,3,1
9,0.7230675797609223,-1.6928238164259135,0.36498196737829197,6,9,1,0,2,1,2
0,-1.2189174003355872,0.07487031321120041,-1.5133661934281033,6,9,1,3,4,1,1
0,-0.6041540569430724,0.27772045923513156,-1.2243895533040425,6,9,1,3,3,3,2
15,1.5999393253750518,-1.1325710321693419,0.7984469275643832,6,9,1,2,3,4,2
12,1.3425965304665572,1.6686928891135164,1.3764002078125048,6,9,1,3,4,4,0
19,0.6206070225288365,-0.38878716341492786,0.7984469275643832,6,9,1,0,2,3,0
12,0.6873255249125203,0.0458917209220674,1.5208885278745352,6,9,1,2,2,2,2
19,0.540783100034072,-0.3501490403627505,-1.5133661934281033,6,9,1,3,4,3,1
2,-1.607314396354889,0.5288682590742844,-1.368877873366073,6,9,1,2,4,2,1
0,0.3573072184789417,1.0215043279895457,-1.0799012332420121,6,9,1,0,0,1,0
0,-0.5088419106806671,0.27772045923513156,-1.5133661934281033,6,9,1,2,4,3,0
13,0.5824821640238744,-0.5626587171497259,-1.0799012332420121,6,9,1,3,0,1,2
12,-0.044195197651440914,-1.219506809036741,0.7984469275643832,6,9,1,0,3,2,1
0,1.588025307092251,0.02657265939597872,1.087423567688444,6,9,1,3,3,2,2
0,1.5558574577286892,1.5720975814830729,-1.5133661934281033,6,9,1,2,2,1,0
23,1.2806436353959938,-0.031384525182287314,-0.21297131286982968,6,9,1,3,0,2,0
5,0.4371311409737062,-1.4030378935345835,0.07600532725423113,6,9,1,2,2,4,0
3,-0.7661847055891616,-0.07968217899750901,1.087423567688444,6,9,1,3,2,4,0
12,-1.09382020836618,-0.6882326170693024,0.07600532725423113,6,9,1,0,1,2,0
26,-1.3166123502545526,-0.36946810188883916,0.7984469275643832,6,9,1,1,3,2,2
24,-0.43735780098386307,-0.7655088631736571,-1.5133661934281033,6,9,1,2,1,1,1
18,-0.4218695772162222,-1.0649543168280315,-0.06848299280779926,6,9,1,2,2,4,0
22,-0.09423407443920373,-1.2581449320889184,0.6539586075023528,6,9,1,1,0,0,0
22,1.5427520376176085,-0.6109563709649477,0.5094702874403223,6,9,1,0,0,4,1
0,0.9017778540029324,0.07487031321120041,0.36498196737829197,6,9,1,1,1,4,1
3,1.3378309231534369,1.4175450892743635,-0.06848299280779926,6,9,1,2,3,0,0
28,-1.341631788648434,-1.2291663397997854,-1.0799012332420121,6,9,1,3,3,1,2
19,-0.8329032079728453,-0.7944874554627901,-0.21297131286982968,6,9,1,3,4,4,1
21,1.57015427966805,-0.8427851092780118,0.22049364731626153,6,9,1,2,1,1,0
23,1.2067767220426295,-1.6831642856628692,0.22049364731626153,6,9,1,3,0,2,2
26,-1.2427454369011883,-0.2245751404431741,0.5094702874403223,6,9,1,0,2,4,1
7,0.46334198119586767,-1.045635255301943,1.2319118877504744,6,9,1,3,1,0,2
7,-0.5028849015392668,-0.9683590091975882,1.2319118877504744,6,9,1,0,0,1,1
27,-1.5048538391228032,0.9635471434112796,1.6653768479365656,6,9,1,2,2,4,0
30,0.6754115066297196,-0.6592540247801694,1.5208885278745352,6,9,1,1,1,2,0
3,-0.6970833995489177,1.5431189891939399,-0.7909245931179513,6,9,1,1,4,2,2
8,1.1853314891335884,0.15214655931555512,-1.2243895533040425,6,9,1,1,0,1,1
4,-1.2832530990627107,1.2436735355395654,0.9429352476264136,6,9,1,2,4,2,0
28,-0.6720639611550363,1.4465236815634965,0.07600532725423113,6,9,1,2,1,4,1
3,-0.47548265948882523,1.2243544740134769,0.07600532725423113,6,9,1,2,0,2,1
0,0.9279886942250939,-1.6058880395585147,1.6653768479365656,6,9,1,0,3,3,2
2,-0.22767107920657126,-0.8427851092780118,0.9429352476264136,6,9,1,1,2,0,0
0,-1.4393267385673996,-0.1279798328127307,0.6539586075023528,6,9,1,1,0,4,1
5,-0.004878937318198702,-1.6541856933737362,1.3764002078125048,6,9,1,2,0,2,0
22,0.6039273969329156,-1.3450807089563175,0.07600532725423113,6,9,1,3,2,0,0
0,0.6777943102862798,0.7606969973873485,0.7984469275643832,6,9,1,0,2,1,1
0,1.074531119103542,0.9732066741743239,0.5094702874403223,6,9,1,3,4,0,2
26,-0.9687230163967729,0.6544421589938607,1.6653768479365656,6,9,1,1,0,4,0
0,1.4116978365068011,-0.5626587171497259,-0.5019479529938905,6,9,1,1,0,2,1
8,1.2449015805475916,1.4561832123265408,-0.35745963293186006,6,9,1,1,1,3,1
0,0.29178011792353803,-0.23423467120621844,-1.0799012332420121,6,9,1,3,1,2,0
14,1.622575960112373,-0.591637309438859,-0.7909245931179513,6,9,1,2,4,1,2
20,-0.6601499428722356,-0.707551678595391,0.22049364731626153,6,9,1,2,1,4,0
0,-0.23481949017625164,-1.1615496244584749,0.6539586075023528,6,9,1,1,3,1,2
0,-0.7328254543973197,-0.5143610633345043,0.7984469275643832,6,9,1,3,2,2,0
16,0.01894909924740264,-0.8427851092780118,0.9429352476264136,6,9,1,3,4,2,2
29,1.5951737180619314,-0.3308299788366618,-0.7909245931179513,6,9,1,2,1,3,2
